STT,CÂU HỎI,CÂU TRẢ LỜI
104,Cho em hỏi em muốn vào ngành ngôn ngữ nga mà trường em không có dạy tiếng nga vậy nữa em thi khối d để vào được không ạ,Theo anh được biết khi vào học thì em sẽ đc dạy từ căn bản. Nhưng mình vẫn nên học qua trước chắc sẽ dễ theo kịp hơn. Và em vẫn thi khối D01 để vào trường nha
,,
,,"Đc em nha, D01 hoặc D78 nè. Hồi đó chị cũng ko có biết tiếng Nga nhưng lúc vô vẫn học ổn mà. Nên là cứ vô đi em, học tiếng Nga dui lém"
105,Dạ anh chị cho em hỏi cách để  phúc khảo điểm thi cuối kì với ạ. Em cảm ơn,
106,Dạ cho em hỏi là em là một sinh viên ở trường tỉnh nhưng em muốn chuyển trường về thành phố hc thì em phải làm sao ạ. Vơi điều kiện để chuyển trường là j v ạ. Em xin cảm ơn ạ,Trường này không cho chuyển nha bạn mún học phải thi lại
107,Cho em hỏi nếu mình nghỉ học luôn thì nhà trường có báo về gia đình không ạ ,"Trường không thực hiện điều đó bạn nhé. Tuy nhiên, nếu bạn nghỉ học quá nhiều có thể bị cảnh cáo học vụ. Và trong một số trường hợp cấp thiết (thường liên quan tới thủ tục hành chính), trường sẽ liên lạc với người thân có thể liên hệ của bạn."
108,"Học sư phạm ra trường phải cạnh tranh nhau vào các trường công, tỉ lệ thất nghiệp cao liệu có đúng kh ạ",Muốn dạy trường công hay trường tư hay trung tâm là lựa chọn của em mà. Còn cạnh tranh và tỉ lệ thất nghiêp thì ngành nào chẳng thế 
,,
109,"Dạ cho e hỏi là e mới thấy tb mở lớp nghiệp vụ sư phạm THCS, THPT nhưng đã 1tháng trước ạ. Vậy giờ e đăng ký có còn kịp không ạ.",Dc á. C ms dki bo dung
110,Dạ cho em hỏi trường mình có đào tạo văn bằng 2 chuyên ngành Tiếng Trung sư phạm không ạ?,Có mà bạn
111,"Mình tốt nghiệp 2020 bây giờ mình muốn đăng ký học lại bằng xét điểm học bạ , mình chuyên các môn văn địa sử nên cao điểm hơn toán lý hoá không biết trường nhận ko","Không ạ, xét học bạ chỉ dành có HS tốt nghiệp năm xét tuyển thôi ạ"
112,em muốn hỏi là thi dgnl đợt 3 thì có muộn quá kh ạ? Cũng tầm cuối t5 nên em sợ nó sát thi thptqg quá í ạ,"Năm ngoái đợt 2 thi vào đầu tháng 6, cuối t6 thi THPTQG á em "
,,
113,"Các anh chị cho em hỏi với ạ, xét bằng tốt nghiệp thì điểm rèn luyện có ảnh hưởng gì ko ạ, ví dụ như đủ điểm loại giỏi bằng giỏi nhưng đrl khá thì sao ạ ",ko sao hết.
114,"Em 2k6, ac cho em hỏi là em có thể vừa sử dụng phương thức xét học bạ và thi THPT quốc gia để vào sư phạm Toán( hoặc sư phạm Tin) không ạ?", hoàn toàn được em nhéee
115,Xét học bạ là điểm thi tốt nghiệp THPT mỗi môn phải từ 8.0 hay tổng trung bình các môn từ 8.0 ạ?," nó có công thức hết em nha, em lên gg search ' công thức tính điểm tốt nghiệp thpt ' là sẽ ra nhé"
1116,cho em hỏi học phí trường mình bao nhiêu ạ!,"Mỗi kỳ c học từ 19-22 tín, tiền giao động từ 4tr6-5tr6. Chị học ngành Ngôn ngữ"
117,Học phí ngành CNTT thì sao ạ,"mỗi môn học chuyên ngành IT thì 1101k (371k/ tín) là 3 tín nha em. Trung bình mỗi kì 2 mấy tín đổ lại á, ngoài học kì 1 trường đăng ký lịch cho em ra thì từ kì 2 năm nhất em tự đăng ký lịch học, môn/ tín chỉ cho mình nha"
118,"Dạ cho e hỏi học phí ngành VN học thì sao ạ , em không biết khi đi các tour thì đóng tiền ntn","tour đóng tìn riêng á, theo a biết là v"
119,"Em có dự định vô ngành Quốc tế học bên trường mình thì năm lớp 10 em bị hạnh kiểm khá, năm lớp 11 em bị hạnh kiểm không đạt thì việc vô đại học bằng điểm tốt nghiệp thpt có bị ảnh hưởng gì không ạ?","ngành này chắc kèo là em phải thích Sử với TA nha, nói chung là được học Sử lại từ đầu á, có đi ngoại khoá nữa và có học phần nhập môn QHQT năm của chị thi cuối kì theo kiểu vấn đáp (giống trả bài miệng của c3 á =)) ) nói chung là okay, môi trường cũng okay á, học đúng giảng viên thì em sẽ yêu ngành hơn :))))"
120,"E 2k5 muốn thi lại vào ngành sư phạm văn năm nay điểm thi thpt, thì cần điều kiện gì về học bạ hông ạ",thi thpt thì không yêu cầu đâu b.
,Với lại học sư phạm là sẽ được miễn hp đk ạ,sẽ được miễn và trợ cấp phí khi bạn dk nđ 116 nha
121 ,Anh chị cho em hỏi ngành ngôn ngữ trung học ngoài sư phạm thì 1 năm phải đóng học phí là bao nhiêu vay ạa,"hp trung bình giao động từ 5-7tr một kỳ nha, c cũng học nn ngoài sp"
122,Sau khi tốt nghiệp sư phạm xong,có em nhaa
,Khi không xin được việc ở trường công hay trường tư,
,Mình đi dạy trong Trung tâm Giáo dục thường xuyên thì có được coi là hoạt động trong ngành không ạ,
123,Các ac cho e hỏi e thi dgnl của trường mình và lấy kết quả để xét đh sp hn 1 dc ko ạ?,"Kỳ thi đánh giá năng lực chuyên biệt sẽ đóng vai trò quan trọng trong bức tranh tuyển sinh hiện nay ở Việt Nam. Đặc biệt, theo định hướng hiện nay, khi mà kỳ thi tốt nghiệp THPT sẽ dần chỉ tập trung vào mục tiêu xét tốt nghiệp THPT thì Kỳ thi đánh giá năng lực chuyên biệt sẽ giúp các trường có đủ dữ liệu để sử dụng cho công tác tuyển sinh của trường mình."
,,"Kỳ thi được tổ chức chặt chẽ, khách quan nhằm đánh giá năng lực chuyên biệt của các thí sinh theo các lĩnh vực khác nhau. Chính vì thế, kết quả kì thi này đủ tin cậy để các trường đại học, cao đẳng khác có thể sử dụng kết quả này trong công tác tuyển sinh của trường mình."
124,Dạ cho em hỏi là Ngành Sư Phạm Mầm Non có nam đang theo học không ạ,Có anh này nè em
,,Tớ có biết một người thầy dạy mầm non siêu đỉnh luôn á
125,Sinh viên nữ có cần may áo dài không ạ? Nếu có thì bắt buộc áo dài trắng hay áo dài màu cũng được ạ?,"Trường mình thì không có đồng phục, tuỳ vào em học khoa nào hay ngành nào mà có thể có áo đồng phục riêng của khoa đó hoặc không."
126,Có những lưu ý gì lớn khi ở KTX không ạ?,"Ktx thì chú ý ở gọn gàng, sạch sẽ, hoà đồng, đi đúng giờ - về đúng giấc (ktx mở cửa lúc 5h30 và đóng cửa lúc 22h). Khi đăng kí ktx thì thầy cô quản lí sẽ cho em một quyển nội quy ktx để xem thêm."
127,Khóa học Quân sự dành cho sinh viên năm mấy và sẽ kéo dài bao lâu ạ?,"Kì quân sự sẽ kéo dài tầm 6 ngày, học vào hè năm nhất hoặc trong năm 2 tuỳ vào em đăng kí lúc nào."
128,Em đang là sv năm 1 có ý định muốn thi lại tn thptqg,Bảo lưu phải chờ đến năm sau mới đc đi học lại á bạn
,"Em muốn hỏi là nếu như thi thì em làm hồ sơ bảo lưu tạm thời có đc ko ạ, hay bắt buộc phải rút hồ sơ vì em có quyết định thi lại khá trễ nên em sợ em sẽ rớt, em muốn chừa đường lui cho mình",
129,"Các anh chị cho em hỏi mình đóng tiền học phí trực tiếp ở đâu ạ, nhà em ko có tài khoản ngân hàng.:(( ",Trong cơ sở chính có ngân hàng Agribank cho mình đóng học phí á. Hoặc bạn cứ ra ngân hàng gần nhà rồi ghi phiếu điền thông ghi chú mã số sinh viên họ tên năm sinh địa chỉ. Rồi ghi là nộp học phí gửi cho trường Đại học sư phạm. Bạn ra ngân hàng nói là nộp học phí là họ hỗ trợ chỉ dẫn á.
130,Cho em hỏi là trường mình ngành sư phạm Văn có xét tổ hợp toán văn anh không ạ,C00 thôi bạn nhé
131,Cho em hỏi trường năm nay có hình thức xét học bạ không ạ và chỉ tiêu như thế nào?,Dạ còn ạ. Nhưng mà chưa có đề án tuyển sinh nên chưa biết đc đâu ạ
132,Dạ em muốn hỏi là mất thẻ sv thì liên hệ chỗ nào để được cấp lại ạ. Em cảm ơn ,Em liên hệ trực tiếp phòng CTCT-HSSV A.110 gặp cô Ngọc Dung để được hướng đãn làm lại nha. Hoặc em vào đường link https://ctsv.hcmue.edu.vn/ để đăng kí làm lại thẻ sv và lên phòng CTCT-HSSV A.110 gặp cô Ngọc Dung để đóng phí làm lại thẻ.
133,cho em hỏi là mình học ở trường SP TPHCM có được nhuộm tóc không ạ ,trường k cấm nhuộm tóc nha
134,nếu điểm của em đang khá thì có đki học cải thiện được không,Điểm Khá đăng ký được
135,"thời gian đăng ký học cải thiện là khi nào ạ và cách đăng ký là như nào ạ , giống đăng ký học phần hay phải làm đơn . ",Đăng ký cùng lúc đăng ký học phần
136,học phí sẽ được miễn hay phải đóng lại ( không đăng ký nghị định ạ) ,Học cải thiện vẫn phải đóng tiền như bình thường
137,kết quả cuối cùng sẽ tính vào kì đầu tiên em học hay tính vào thời gian học cải thiện ạ,
138,Em chào các anh chị và các bạn. Mọi người cho em hỏi là em xin Giấy xác nhận sinh viên thì em tự làm và xin ký hay trường sẽ làm cho mình luôn vậy ạ? Và em có thể đến xin ở phòng nào và đợi trong bao lâu để nhận vậy ạ? Em cảm ơn các anh chị và các bạn! ,"Em lên Phòng CTCT và Học sinh, sinh viên Trường Đại học Sư phạm TP.HCM (A.110) để quét mã QR làm giấy chứng nhận sinh viên nha, sau 2 ngày (trừ thứ 7 và Chủ Nhật) là em có thể quay lại phòng lấy rồi nha."
139,Dạ cho em hỏi trường mình khi nào xét học bạ ạ,Khi nào xét trường sẽ TB nhe vì thường là xét học bạ 6 học kỳ lận nên hoàn thành xong hk2 mới có á
140,,
141,"dạ chào anh chị, em muốn hỏi về thi dgnlcb bên mình ạ, em đăng kí thi dgnlcb thì có được chọn ngày và ca thi không ạ? tại em thấy bài thi tiếng anh mình có tận 2 ca ấy ạ","Được nha bạn, bạn xem ngày nào rảnh thì đký thi thui"
,Dạ cho em hỏi là học ở khu vực Bình Chánh có được cộng điểm ưu tiên nếu chọn phương thức thi đgnl+học bạ không ạ,Được! Điểm cộng =0.25×(30-điểm xét tuyển)/7.5
143,Mọi người cho em hỏi Sư phạm Tiểu Học xét học bạ khối C00 được không vậy ạ ? Nếu không được thì xét khối nào ạ,Không em nhé. 
,,A00 A01 và D01 em nha
144,Cần bao nhiêu điểm thi đánh giá năng lực chuyên biệt để đậu sp Văn vậy ạ,Nó còn dựa vào học bạ
145,Anh chị ơi em có thắc mắc là sau khi nhận trợ cấp 4 năm thì 8 năm sau đó mình đi dạy theo sự phân bố của sở hay vẫn phải tự đi xin việc nhưng với điều kiện là ở khu vực mình đăng kí học ạ,Học xong ra thi công chức rồi xin việc ở đâu cũng được miễn là trường công hoặc là sở điều đi nha bạn
146,Cho e hỏi thi THPTQG bao nhiêu điểm là đậu sư phạm vật lí thế ạ?,Anh xin trả lời câu hỏi của em như sau:
,,"1. Điểm thi THPTQG để em xét vào trường là tổng của 3 môn trong khối thi mà em chọn, nên không thể chỉ một mình điểm môn Lý điểm cao là được."
,,"2. Điểm chuẩn luôn luôn biến động theo các năm mà không có quy luật, nên không thể cho em một con số cụ thể rõ ràng rằng em thi bao nhiêu điểm được em nhé. Em có thể tham khảo điểm chuẩn năm 2023 của trường để tự đặt mục tiêu điểm số cho bản thân."
147,Thi đánh giá năng lực chuyên biệt để xét vô sư phạm mầm non thì cần bao nhiêu điểm ạ ,Thi năng khiếu á bạn chứ mầm non không có thi đánh giá năng lực chuyên biệt
148,mấy anh chị cho em hỏi phương thức thi đgnl riêng biệt của đhsp tphcm kết hợp với xét học bạ điều kiện là gì vậy ạ,Có dính tới xét học bạ thì em phải thỏa 1 trong 2 điều kiện: hsg lớp 12 hoặc điểm xét tốt nghiệp THPTQG từ 8.0 trở lên nha
149,"Cho em hỏi đi quân sự có được mang túi ngủ ko ạ, vì em ko muốn mang theo mền gối chiếu phải xách nhiều đồ ",mang j cũng được nha em.
150,Sư phạm toán thi những khối nào vậy ạ?,A00 và A01 nha em
151,Điểm xét tuyển hơn điểm chuẩn năm trước tầm bao nhiêu là an toàn ạ ,Tuỳ đề nữa á em có năm thấy cao chót vót có năm hạ hơn nên cũng không biết đường mà lần nữa
152,Cho em hỏi là trường mình ngành sư phạm Văn có xét tổ hợp toán văn anh không ạ,C00 thôi bạn nhé
153,Cho mình hỏi làm lại thẻ sinh viên mất phí bao nhiêu và mình có được lấy ảnh mình đã chụp không ạ ,"hình như mất 20k phí, còn hình thì là hình như cũ nha."
154,"dạ chào anh chị, em muốn hỏi về thi đánh giá năng lực chuyên biệt bên mình ạ, em đăng kí thi đánh giá năng lực chuyên biệt thì có được chọn ngày và ca thi không ạ","Được nha bạn, bạn xem ngày nào rảnh thì đký thi thui"
155,Anh/ chị cho em hỏi là hiện tại bây giờ nhà trường có cho đóng học phí online ( chuyển khoản) không ạ? Vì em về quê không học hè nên không thể đến trường đóng trực tiếp được ạ. Mong anh/ chị giải đáp. Em cảm ơn rất nhiều ạ.,Trường có cho đóng online nha.
156,em học khối c00 k biet trường mình ngành sư phạm tiểu học có xét khối này kh ạa,"hok nha em, khối A, D"
157,Cho e hỏi các ah cj là muốn đậu đh sp anh thì ntn ạ,"Thì mình thi THPT, ĐGNL chuyên biệt. Xét học bạ :))"
158,Dạ cho em hỏi là mỗi môn thi đánh giá năng lực chuyên biệt sẽ gồm bao nhiêu thí sinh v ạ,K giới hạn thì phải
159,Mọi người cho mình hỏi tí là bên cơ sở An Dương Vương có cho gửi xe qua đêm để đi quân sự không nhỉ. Cám ơn mọi người,"Có nhé bạn, 20k/5 ngày. Năm ngoái mình đi là vậy."
160,cho em hỏi xét học bạ 6 kì ngành ngôn ngữ pháp cần điều kiện học lực giỏi hay ntn ko ạ. Em cảm ơn,Điều kiện lớp 12 phải là học sinh giỏi
,,cả năm 12 giỏi là được
161,Hk1 lớp 10 em bị hạnh kiểm khá với cả năm lớp 10 em được hstb thì có xét sư phạm được kh ạ ?,"dùng điểm thi THPTQG là oke hết nha em, cái gì liên quan đến học bạ thì không được thôi"
